"country","city","customer_id","customer_name","amount","payment_id","payment_date"
"Cameroon","Yaound",361,"Lawrence Lawton","4.99",17583,"2007-02-18 11:21:51.996577"
"Cameroon","Yaound",361,"Lawrence Lawton","1.99",17584,"2007-02-19 01:37:42.996577"
"Cameroon","Yaound",361,"Lawrence Lawton","2.99",17585,"2007-02-19 21:35:29.996577"
"Cameroon","Yaound",361,"Lawrence Lawton","2.99",17586,"2007-02-21 06:02:40.996577"
"Brazil","Belm",362,"Nicholas Barfield","2.99",17587,"2007-02-15 16:52:36.996577"
"Brazil","Belm",362,"Nicholas Barfield","2.99",17588,"2007-02-15 23:06:01.996577"
"Brazil","Belm",362,"Nicholas Barfield","2.99",17589,"2007-02-16 05:28:54.996577"
"Brazil","Belm",362,"Nicholas Barfield","2.99",17590,"2007-02-20 22:35:49.996577"
"Brazil","Belm",362,"Nicholas Barfield","2.99",17591,"2007-02-21 13:42:53.996577"
"Kenya","Nyeri",363,"Roy Whiting","4.99",17592,"2007-02-15 16:44:50.996577"
"Kenya","Nyeri",363,"Roy Whiting","4.99",17593,"2007-02-16 01:47:35.996577"
"Kenya","Nyeri",363,"Roy Whiting","4.99",17594,"2007-02-16 22:33:48.996577"
"Kenya","Nyeri",363,"Roy Whiting","4.99",17595,"2007-02-19 00:33:14.996577"
"Kenya","Nyeri",363,"Roy Whiting","2.99",17596,"2007-02-21 04:37:13.996577"
"Mexico","Guadalajara",364,"Benjamin Varney","2.99",17597,"2007-02-16 13:41:18.996577"
"Mexico","Guadalajara",364,"Benjamin Varney","2.99",17598,"2007-02-18 17:17:44.996577"
"Mexico","Guadalajara",364,"Benjamin Varney","4.99",17599,"2007-02-19 05:19:58.996577"
"Mexico","Guadalajara",364,"Benjamin Varney","4.99",17600,"2007-02-19 21:43:41.996577"
"Mexico","Guadalajara",364,"Benjamin Varney","3.99",17601,"2007-02-20 06:00:21.996577"
"Japan","Okinawa",365,"Bruce Schwarz","1.99",17602,"2007-02-15 08:24:23.996577"
"Japan","Okinawa",365,"Bruce Schwarz","6.99",17603,"2007-02-16 02:36:42.996577"
"Japan","Okinawa",365,"Bruce Schwarz","4.99",17604,"2007-02-17 08:50:39.996577"
"Japan","Okinawa",365,"Bruce Schwarz","2.99",17605,"2007-02-18 23:16:48.996577"
"Japan","Okinawa",365,"Bruce Schwarz","0.99",17606,"2007-02-20 19:32:12.996577"
"Turkey","Balikesir",366,"Brandon Huey","1.99",17607,"2007-02-15 14:58:48.996577"
"Turkey","Balikesir",366,"Brandon Huey","0.99",17608,"2007-02-18 01:13:03.996577"
"India","Adoni",367,"Adam Gooch","0.99",17609,"2007-02-20 13:38:14.996577"
"Iran","Najafabad",368,"Harry Arce","0.99",17610,"2007-02-14 23:25:11.996577"
"Iran","Najafabad",368,"Harry Arce","9.99",17611,"2007-02-15 21:21:56.996577"
"Iran","Najafabad",368,"Harry Arce","4.99",17612,"2007-02-18 23:49:15.996577"
"Iran","Najafabad",368,"Harry Arce","4.99",17613,"2007-02-19 11:45:47.996577"
"Iran","Najafabad",368,"Harry Arce","4.99",17614,"2007-02-19 14:49:06.996577"
"Iran","Najafabad",368,"Harry Arce","4.99",17615,"2007-02-21 04:01:30.996577"
"Mexico","Jurez",369,"Fred Wheat","0.99",17616,"2007-02-15 02:12:51.996577"
"India","Gulbarga",370,"Wayne Truong","6.99",17617,"2007-02-14 23:33:58.996577"
"Philippines","Cabuyao",371,"Billy Poulin","2.99",17618,"2007-02-15 01:31:59.996577"
"Philippines","Cabuyao",371,"Billy Poulin","1.99",17619,"2007-02-15 01:53:10.996577"
"Philippines","Cabuyao",371,"Billy Poulin","6.99",17620,"2007-02-16 02:00:05.996577"
"Philippines","Cabuyao",371,"Billy Poulin","5.99",17621,"2007-02-16 09:33:13.996577"
"Philippines","Cabuyao",371,"Billy Poulin","0.99",17622,"2007-02-19 20:32:16.996577"
"Philippines","Cabuyao",371,"Billy Poulin","3.99",17623,"2007-02-20 21:00:20.996577"
"Philippines","Cabuyao",371,"Billy Poulin","0.99",17624,"2007-02-21 13:51:34.996577"
"Indonesia","Probolinggo",372,"Steve Mackenzie","2.99",17625,"2007-02-18 07:32:05.996577"
"Indonesia","Probolinggo",372,"Steve Mackenzie","4.99",17626,"2007-02-20 05:36:20.996577"
"Indonesia","Probolinggo",372,"Steve Mackenzie","3.99",17627,"2007-02-21 04:47:33.996577"
"Philippines","Tanauan",373,"Louis Leone","6.99",17628,"2007-02-15 19:23:21.996577"
"Philippines","Tanauan",373,"Louis Leone","2.99",17629,"2007-02-20 19:49:27.996577"
"Brazil","Vitria de Santo Anto",374,"Jeremy Hurtado","1.99",17630,"2007-02-16 00:11:59.996577"
"Brazil","Vitria de Santo Anto",374,"Jeremy Hurtado","1.99",17631,"2007-02-17 13:08:16.996577"
"Brazil","Vitria de Santo Anto",374,"Jeremy Hurtado","4.99",17632,"2007-02-18 20:01:20.996577"
"Brazil","Vitria de Santo Anto",374,"Jeremy Hurtado","2.99",17633,"2007-02-19 08:06:59.996577"
"Congo, The Democratic Republic of the","Mwene-Ditu",375,"Aaron Selby","2.99",17634,"2007-02-15 15:07:19.996577"
"Congo, The Democratic Republic of the","Mwene-Ditu",375,"Aaron Selby","5.99",17635,"2007-02-15 20:26:33.996577"
"Congo, The Democratic Republic of the","Mwene-Ditu",375,"Aaron Selby","4.99",17636,"2007-02-18 02:40:59.996577"
"Russian Federation","Kurgan",376,"Randy Gaither","0.99",17637,"2007-02-15 00:58:29.996577"
"Russian Federation","Kurgan",376,"Randy Gaither","0.99",17638,"2007-02-19 16:47:33.996577"
"Iran","Kermanshah",377,"Howard Fortner","3.99",17639,"2007-02-19 01:35:58.996577"
"Iran","Kermanshah",377,"Howard Fortner","1.99",17640,"2007-02-20 13:50:58.996577"
"Iran","Kermanshah",377,"Howard Fortner","0.99",17641,"2007-02-20 14:11:06.996577"
"Iran","Kermanshah",377,"Howard Fortner","2.99",17642,"2007-02-20 18:07:34.996577"
"Iran","Kermanshah",377,"Howard Fortner","4.99",17643,"2007-02-21 18:47:26.996577"
"China","Shenzhen",378,"Eugene Culpepper","4.99",17644,"2007-02-16 06:17:16.996577"
"China","Shenzhen",378,"Eugene Culpepper","5.99",17645,"2007-02-16 08:42:01.996577"
"China","Shenzhen",378,"Eugene Culpepper","7.99",17646,"2007-02-17 19:42:10.996577"
"China","Shenzhen",378,"Eugene Culpepper","4.99",17647,"2007-02-19 12:51:35.996577"
"India","Bhavnagar",379,"Carlos Coughlin","8.99",17648,"2007-02-15 13:48:32.996577"
"India","Bhavnagar",379,"Carlos Coughlin","5.99",17649,"2007-02-18 07:25:11.996577"
"India","Bhavnagar",379,"Carlos Coughlin","2.99",17650,"2007-02-20 03:06:11.996577"
"Poland","Tychy",380,"Russell Brinson","3.99",17651,"2007-02-17 00:31:48.996577"
"Poland","Tychy",380,"Russell Brinson","2.99",17652,"2007-02-17 08:53:54.996577"
"Poland","Tychy",380,"Russell Brinson","3.99",17653,"2007-02-17 11:04:24.996577"
"Poland","Tychy",380,"Russell Brinson","2.99",17654,"2007-02-18 17:09:35.996577"
"Poland","Tychy",380,"Russell Brinson","4.99",17655,"2007-02-18 18:34:31.996577"
"Poland","Tychy",380,"Russell Brinson","1.99",17656,"2007-02-20 07:58:48.996577"
"Poland","Tychy",380,"Russell Brinson","1.99",17657,"2007-02-20 15:12:59.996577"
"Poland","Tychy",380,"Russell Brinson","4.99",17658,"2007-02-21 02:27:39.996577"
"Anguilla","South Hill",381,"Bobby Boudreau","3.99",17659,"2007-02-15 14:59:34.996577"
"Anguilla","South Hill",381,"Bobby Boudreau","1.99",17660,"2007-02-17 01:23:58.996577"
"Anguilla","South Hill",381,"Bobby Boudreau","2.99",17661,"2007-02-18 15:23:34.996577"
"Anguilla","South Hill",381,"Bobby Boudreau","4.99",17662,"2007-02-18 15:43:08.996577"
"Anguilla","South Hill",381,"Bobby Boudreau","2.99",17663,"2007-02-21 16:35:33.996577"
"United States","Manchester",382,"Victor Barkley","0.99",17664,"2007-02-18 13:56:13.996577"
"United States","Manchester",382,"Victor Barkley","4.99",17665,"2007-02-18 18:52:18.996577"
"United States","Manchester",382,"Victor Barkley","1.99",17666,"2007-02-18 20:29:10.996577"
"United States","Manchester",382,"Victor Barkley","2.99",17667,"2007-02-18 22:25:10.996577"
"United States","Manchester",382,"Victor Barkley","4.99",17668,"2007-02-20 17:00:24.996577"
"Angola","Namibe",383,"Martin Bales","7.99",17669,"2007-02-16 20:50:43.996577"
"Angola","Namibe",383,"Martin Bales","2.99",17670,"2007-02-18 02:13:16.996577"
"Angola","Namibe",383,"Martin Bales","2.99",17671,"2007-02-18 03:33:44.996577"
"Angola","Namibe",383,"Martin Bales","2.99",17672,"2007-02-18 07:42:20.996577"
"Angola","Namibe",383,"Martin Bales","7.99",17673,"2007-02-19 05:41:38.996577"
"Angola","Namibe",383,"Martin Bales","2.99",17674,"2007-02-20 14:31:25.996577"
"China","Huaian",384,"Ernest Stepp","0.99",17675,"2007-02-17 07:31:24.996577"
"China","Huaian",384,"Ernest Stepp","0.99",17676,"2007-02-17 11:08:16.996577"
"China","Huaian",384,"Ernest Stepp","7.99",17677,"2007-02-18 13:26:15.996577"
"China","Huaian",384,"Ernest Stepp","5.99",17678,"2007-02-18 22:12:47.996577"
"China","Huaian",384,"Ernest Stepp","3.99",17679,"2007-02-20 03:35:50.996577"
"China","Huaian",384,"Ernest Stepp","9.99",17680,"2007-02-20 14:24:31.996577"
"China","Huaian",384,"Ernest Stepp","4.99",17681,"2007-02-20 15:17:24.996577"
"Japan","Tama",385,"Phillip Holm","2.99",17682,"2007-02-16 15:09:45.996577"
"Japan","Tama",385,"Phillip Holm","0.99",17683,"2007-02-17 05:45:12.996577"
"Japan","Tama",385,"Phillip Holm","0.99",17684,"2007-02-20 15:40:12.996577"
"Ukraine","Kamjanets-Podilskyi",386,"Todd Tan","3.99",17685,"2007-02-16 03:19:39.996577"
"Ukraine","Kamjanets-Podilskyi",386,"Todd Tan","2.99",17686,"2007-02-16 04:57:23.996577"
"Ukraine","Kamjanets-Podilskyi",386,"Todd Tan","5.99",17687,"2007-02-16 20:01:16.996577"
"Ukraine","Kamjanets-Podilskyi",386,"Todd Tan","0.99",17688,"2007-02-19 13:48:05.996577"
"Ukraine","Kamjanets-Podilskyi",386,"Todd Tan","2.99",17689,"2007-02-21 09:50:05.996577"
"Congo, The Democratic Republic of the","Lubumbashi",387,"Jesse Schilling","0.99",17690,"2007-02-15 19:06:40.996577"
"Congo, The Democratic Republic of the","Lubumbashi",387,"Jesse Schilling","0.99",17691,"2007-02-15 19:11:34.996577"
"Congo, The Democratic Republic of the","Lubumbashi",387,"Jesse Schilling","0.99",17692,"2007-02-17 14:40:12.996577"
"Congo, The Democratic Republic of the","Lubumbashi",387,"Jesse Schilling","0.99",17693,"2007-02-17 17:21:47.996577"
"Congo, The Democratic Republic of the","Lubumbashi",387,"Jesse Schilling","5.99",17694,"2007-02-20 07:03:43.996577"
"Congo, The Democratic Republic of the","Lubumbashi",387,"Jesse Schilling","4.99",17695,"2007-02-21 12:19:54.996577"
"Philippines","Cavite",388,"Craig Morrell","6.99",17696,"2007-02-15 06:28:39.996577"
"Philippines","Cavite",388,"Craig Morrell","0.99",17697,"2007-02-17 20:39:02.996577"
"Philippines","Cavite",388,"Craig Morrell","5.99",17698,"2007-02-19 00:20:47.996577"
"Philippines","Cavite",388,"Craig Morrell","4.99",17699,"2007-02-19 11:36:45.996577"
"Philippines","Cavite",388,"Craig Morrell","7.99",17700,"2007-02-20 19:40:16.996577"
"China","Emeishan",389,"Alan Kahn","4.99",17701,"2007-02-16 16:19:27.996577"
"China","Emeishan",389,"Alan Kahn","4.99",17702,"2007-02-17 06:27:05.996577"
"China","Emeishan",389,"Alan Kahn","3.99",17703,"2007-02-19 01:29:55.996577"
"Thailand","Nakhon Sawan",390,"Shawn Heaton","5.99",17704,"2007-02-15 23:39:51.996577"
"Thailand","Nakhon Sawan",390,"Shawn Heaton","2.99",17705,"2007-02-16 13:58:27.996577"
"Thailand","Nakhon Sawan",390,"Shawn Heaton","2.99",17706,"2007-02-17 02:47:03.996577"
"Thailand","Nakhon Sawan",390,"Shawn Heaton","7.99",17707,"2007-02-18 09:09:45.996577"
"Thailand","Nakhon Sawan",390,"Shawn Heaton","5.99",17708,"2007-02-20 18:53:43.996577"
"Japan","Izumisano",391,"Clarence Gamez","0.99",17709,"2007-02-15 02:46:36.996577"
"Japan","Izumisano",391,"Clarence Gamez","0.99",17710,"2007-02-17 05:20:22.996577"
"Japan","Izumisano",391,"Clarence Gamez","2.99",17711,"2007-02-17 13:06:37.996577"
"Japan","Izumisano",391,"Clarence Gamez","2.99",17712,"2007-02-19 11:28:28.996577"
"Japan","Izumisano",391,"Clarence Gamez","2.99",17713,"2007-02-20 19:50:39.996577"
"Ethiopia","Addis Abeba",392,"Sean Douglass","6.99",17714,"2007-02-15 23:06:33.996577"
"Ethiopia","Addis Abeba",392,"Sean Douglass","2.99",17715,"2007-02-16 16:20:20.996577"
"Ethiopia","Addis Abeba",392,"Sean Douglass","2.99",17716,"2007-02-18 05:58:09.996577"
"Ethiopia","Addis Abeba",392,"Sean Douglass","4.99",17717,"2007-02-20 00:29:11.996577"
"Russian Federation","Korolev",393,"Philip Causey","6.99",17718,"2007-02-16 05:10:01.996577"
"Russian Federation","Korolev",393,"Philip Causey","1.99",17719,"2007-02-17 03:56:54.996577"
"Russian Federation","Korolev",393,"Philip Causey","2.99",17720,"2007-02-18 01:45:20.996577"
"Russian Federation","Korolev",393,"Philip Causey","4.99",17721,"2007-02-18 07:52:48.996577"
"Russian Federation","Korolev",393,"Philip Causey","2.99",17722,"2007-02-20 08:18:42.996577"
"Spain","Gijn",394,"Chris Brothers","4.99",17723,"2007-02-15 09:31:11.996577"
"Sudan","al-Qadarif",395,"Johnny Turpin","0.99",17724,"2007-02-15 05:58:48.996577"
"Sudan","al-Qadarif",395,"Johnny Turpin","0.99",17725,"2007-02-16 01:14:53.996577"
"Sudan","al-Qadarif",395,"Johnny Turpin","0.99",17726,"2007-02-16 04:42:29.996577"
"Sudan","al-Qadarif",395,"Johnny Turpin","4.99",17727,"2007-02-20 10:20:25.996577"
"Sudan","al-Qadarif",395,"Johnny Turpin","0.99",17728,"2007-02-21 06:33:17.996577"
"Sudan","al-Qadarif",395,"Johnny Turpin","6.99",17729,"2007-02-21 13:06:21.996577"
"Japan","Iwatsuki",396,"Earl Shanks","1.99",17730,"2007-02-15 12:59:31.996577"
"Japan","Iwatsuki",396,"Earl Shanks","4.99",17731,"2007-02-15 13:56:49.996577"
"Japan","Iwatsuki",396,"Earl Shanks","6.99",17732,"2007-02-15 15:26:24.996577"
"Russian Federation","Atinsk",397,"Jimmy Schrader","5.99",17733,"2007-02-16 16:36:14.996577"
"Russian Federation","Atinsk",397,"Jimmy Schrader","1.99",17734,"2007-02-20 10:18:56.996577"
"Brazil","Bag",398,"Antonio Meek","2.99",17735,"2007-02-15 02:19:02.996577"
"Brazil","Bag",398,"Antonio Meek","6.99",17736,"2007-02-17 16:03:36.996577"
"Brazil","Bag",398,"Antonio Meek","9.99",17737,"2007-02-20 18:24:13.996577"
"Pakistan","Okara",399,"Danny Isom","2.99",17738,"2007-02-20 05:57:41.996577"
"Pakistan","Okara",399,"Danny Isom","5.99",17739,"2007-02-20 10:46:57.996577"
"United States","Dallas",400,"Bryan Hardison","0.99",17740,"2007-02-15 12:33:58.996577"
"United States","Dallas",400,"Bryan Hardison","3.99",17741,"2007-02-17 04:04:33.996577"
"United States","Dallas",400,"Bryan Hardison","6.99",17742,"2007-02-17 04:34:36.996577"
"France","Brest",402,"Luis Yanez","4.99",17743,"2007-02-14 23:53:34.996577"
"France","Brest",402,"Luis Yanez","4.99",17744,"2007-02-18 20:29:16.996577"
"France","Brest",402,"Luis Yanez","2.99",17745,"2007-02-20 02:10:53.996577"
"India","Valparai",403,"Mike Way","4.99",17746,"2007-02-15 02:03:42.996577"
"India","Valparai",403,"Mike Way","8.99",17747,"2007-02-15 04:06:35.996577"
"India","Valparai",403,"Mike Way","3.99",17748,"2007-02-18 20:06:52.996577"
"India","Valparai",403,"Mike Way","4.99",17749,"2007-02-20 03:10:07.996577"
"India","Valparai",403,"Mike Way","6.99",17750,"2007-02-20 11:19:27.996577"
"India","Valparai",403,"Mike Way","5.99",17751,"2007-02-21 10:07:11.996577"
"Japan","Omiya",404,"Stanley Scroggins","2.99",17752,"2007-02-15 20:48:03.996577"
"Japan","Omiya",404,"Stanley Scroggins","4.99",17753,"2007-02-16 22:08:00.996577"
"Japan","Omiya",404,"Stanley Scroggins","4.99",17754,"2007-02-19 12:58:01.996577"
"Japan","Omiya",404,"Stanley Scroggins","2.99",17755,"2007-02-20 04:51:27.996577"
"Argentina","Tandil",405,"Leonard Schofield","4.99",17756,"2007-02-15 08:51:34.996577"
"Argentina","Tandil",405,"Leonard Schofield","0.99",17757,"2007-02-17 02:27:02.996577"
"Argentina","Tandil",405,"Leonard Schofield","5.99",17758,"2007-02-17 07:03:23.996577"
"Argentina","Tandil",405,"Leonard Schofield","3.99",17759,"2007-02-19 09:06:20.996577"
"Argentina","Tandil",405,"Leonard Schofield","4.99",17760,"2007-02-21 01:21:43.996577"
"Argentina","Tandil",405,"Leonard Schofield","5.99",17761,"2007-02-21 01:54:03.996577"
"Virgin Islands, U.S.","Charlotte Amalie",406,"Nathan Runyon","4.99",17762,"2007-02-17 18:26:12.996577"
"Virgin Islands, U.S.","Charlotte Amalie",406,"Nathan Runyon","3.99",17763,"2007-02-17 21:19:02.996577"
"Virgin Islands, U.S.","Charlotte Amalie",406,"Nathan Runyon","2.99",17764,"2007-02-18 03:00:07.996577"
"Virgin Islands, U.S.","Charlotte Amalie",406,"Nathan Runyon","0.99",17765,"2007-02-18 08:36:33.996577"
"Virgin Islands, U.S.","Charlotte Amalie",406,"Nathan Runyon","0.99",17766,"2007-02-19 03:33:29.996577"
"Virgin Islands, U.S.","Charlotte Amalie",406,"Nathan Runyon","7.99",17767,"2007-02-20 21:32:46.996577"
"Virgin Islands, U.S.","Charlotte Amalie",406,"Nathan Runyon","4.99",17768,"2007-02-21 06:15:24.996577"
"South Africa","Rustenburg",407,"Dale Ratcliff","2.99",17769,"2007-02-16 11:33:08.996577"
"South Africa","Rustenburg",407,"Dale Ratcliff","0.99",17770,"2007-02-19 04:22:12.996577"
"Sri Lanka","Jaffna",408,"Manuel Murrell","4.99",17771,"2007-02-18 19:31:34.996577"
"Sri Lanka","Jaffna",408,"Manuel Murrell","2.99",17772,"2007-02-19 02:09:36.996577"
"Sri Lanka","Jaffna",408,"Manuel Murrell","2.99",17773,"2007-02-19 13:32:30.996577"
"Nigeria","Deba Habe",409,"Rodney Moeller","5.99",17774,"2007-02-15 02:14:36.996577"
"Nigeria","Deba Habe",409,"Rodney Moeller","8.99",17775,"2007-02-18 07:14:25.996577"
"Canada","Richmond Hill",410,"Curtis Irby","2.99",17776,"2007-02-15 21:26:00.996577"
"Canada","Richmond Hill",410,"Curtis Irby","2.99",17777,"2007-02-17 15:02:25.996577"
"Canada","Richmond Hill",410,"Curtis Irby","4.99",17778,"2007-02-18 03:49:38.996577"
"Canada","Richmond Hill",410,"Curtis Irby","5.99",17779,"2007-02-18 14:39:12.996577"
"Canada","Richmond Hill",410,"Curtis Irby","0.99",17780,"2007-02-20 06:24:26.996577"
"Canada","Richmond Hill",410,"Curtis Irby","4.99",17781,"2007-02-21 01:41:45.996577"
"Indonesia","Cianjur",411,"Norman Currier","0.99",17782,"2007-02-17 09:00:03.996577"
"Indonesia","Cianjur",411,"Norman Currier","2.99",17783,"2007-02-17 09:48:09.996577"
"Indonesia","Cianjur",411,"Norman Currier","0.99",17784,"2007-02-19 12:48:39.996577"
"India","Hoshiarpur",412,"Allen Butterfield","2.99",17785,"2007-02-21 05:27:37.996577"
